iter	Logloss
201	0.3735216537
202	0.3733698124
203	0.3732342155
204	0.3731187314
205	0.3730220888
206	0.3728748391
207	0.3728068258
208	0.3726996866
209	0.3725367062
210	0.3723391422
211	0.3722410469
212	0.3721257766
213	0.3719837179
214	0.3717701979
215	0.3716401386
216	0.3715315053
217	0.3712992891
218	0.3711009221
219	0.3708524431
220	0.3707468181
221	0.3705191485
222	0.3703395464
223	0.370286379
224	0.3699731668
225	0.3697212433
226	0.3696771635
227	0.3695501279
228	0.3694079929
229	0.3691453047
230	0.3690101829
231	0.368836163
232	0.3687463808
233	0.3685968131
234	0.3685028255
235	0.3683509833
236	0.3681904393
237	0.3680619266
238	0.3678831565
239	0.3676844979
240	0.367494318
241	0.3673855594
242	0.3672027033
243	0.3670917627
244	0.3670254441
245	0.3669020302
246	0.3667176253
247	0.3665517421
248	0.3664386124
249	0.3662020741
250	0.3661315347
251	0.3659946239
252	0.3657934595
253	0.3656245745
254	0.3655175574
255	0.3654441531
256	0.3652548009
257	0.3651336406
258	0.3650584368
259	0.3649726948
260	0.3647632843
261	0.3646308857
262	0.3645782676
263	0.3643770486
264	0.364354304
265	0.3641655728
266	0.3640393288
267	0.3639419135
268	0.3637720411
269	0.3636486725
270	0.3635352162
271	0.3633911077
272	0.3632264284
273	0.3630991377
274	0.362924148
275	0.3626832671
276	0.3626040912
277	0.3625282779
278	0.3625031659
279	0.3623967098
280	0.3622942575
281	0.3620658006
282	0.3618801848
283	0.3617282015
284	0.3615784095
285	0.3615196521
286	0.3613447401
287	0.3611087005
288	0.3609420359
289	0.3608162729
290	0.36057828
291	0.3605052566
292	0.3604333308
293	0.3604254974
294	0.3602912556
295	0.3601348243
296	0.3600357368
297	0.359978728
298	0.3598241552
299	0.3596551415
300	0.3594649191
301	0.3593340054
302	0.3593179518
303	0.3591564887
304	0.3590241226
305	0.3588956885
306	0.3586795881
307	0.3585455913
308	0.3583352692
309	0.3581784689
310	0.3580983416
311	0.3580147525
312	0.3579610494
313	0.3577134892
314	0.3576216255
315	0.3575534736
316	0.3574721534
317	0.3573327611
318	0.3572220171
319	0.3570965083
320	0.3569329343
321	0.3567959869
322	0.3567594079
323	0.3567063206
324	0.3565582232
325	0.3564142255
326	0.3562915819
327	0.3561412958
328	0.3559833878
329	0.3559281243
330	0.355831323
331	0.3556143582
332	0.3555532934
333	0.3553985246
334	0.3553089367
335	0.3552110947
336	0.3551787032
337	0.3550624866
338	0.3549073399
339	0.3547703821
340	0.3546610969
341	0.3545118991
342	0.3544819902
343	0.3543681862
344	0.3542141306
345	0.354113601
346	0.3539994259
347	0.3539510154
348	0.3538260643
349	0.3536714358
350	0.3535726418
351	0.3534117902
352	0.3533428849
353	0.353169934
354	0.353048687
355	0.3529168703
356	0.3528266549
357	0.3526897632
358	0.3526236353
359	0.3525336441
360	0.3524463265
361	0.3523140784
362	0.3521973829
363	0.3520988118
364	0.3519973228
365	0.3519358615
366	0.3518692732
367	0.3516567122
368	0.351546406
369	0.3514114544
370	0.3513211794
371	0.3511815305
372	0.3509831855
373	0.3508688108
374	0.3507905346
375	0.3506907254
376	0.3505906683
377	0.3504630689
378	0.3503504771
379	0.3502128327
380	0.3501156516
381	0.3498777914
382	0.34958573
383	0.3494512418
384	0.3493739967
385	0.3491608521
386	0.3489746363
387	0.3487568972
388	0.348625642
389	0.348435778
390	0.3483249782
391	0.3482079762
392	0.348029862
393	0.347918471
394	0.3478378904
395	0.3477293202
396	0.3476038575
397	0.3474884029
398	0.3473035572
399	0.3472148774
400	0.3471123805
401	0.3470297564
402	0.3469366482
403	0.3468048211
404	0.3466806386
405	0.3465621165
406	0.3464216191
407	0.3463727337
408	0.346304158
409	0.3462267855
410	0.3460237059
411	0.3459338169
412	0.345858992
413	0.3456630271
414	0.3455845226
415	0.3454493018
416	0.3453841999
417	0.345206639
418	0.3450910446
419	0.3449723253
420	0.3448707607
421	0.3447826462
422	0.3446453103
423	0.3444722432
424	0.344324239
425	0.3440967659
426	0.343967085
427	0.343843834
428	0.3437504233
429	0.3436362604
430	0.3435699331
431	0.3434561922
432	0.3433700198
433	0.3432197683
434	0.3431377473
435	0.3430494991
436	0.3429222892
437	0.3427912964
438	0.3426768131
439	0.3425786245
440	0.3425352789
441	0.3424506801
442	0.3423426273
443	0.3422224655
444	0.3420711617
445	0.3419390568
446	0.3418562306
447	0.3416803482
448	0.3415947901
449	0.3415151097
450	0.3412986954
451	0.3412086218
452	0.3411533272
453	0.3409652554
454	0.3407791906
455	0.340651978
456	0.3405577135
457	0.3404929637
458	0.3403798972
459	0.3402827308
460	0.3401762867
461	0.3400319027
462	0.3398756791
463	0.339778883
464	0.3397063323
465	0.339562208
466	0.3394524171
467	0.3392495866
468	0.3391715987
469	0.3390080595
470	0.3388842776
471	0.3386865115
472	0.3385967252
473	0.3384962071
474	0.3383624413
475	0.3381753785
476	0.3380435401
477	0.3379031839
478	0.3378061096
479	0.3377131806
480	0.337545999
481	0.33748869
482	0.3373510779
483	0.3371972874
484	0.3370746126
485	0.3369999016
486	0.3368153467
487	0.3366602211
488	0.3365861826
489	0.3365327252
490	0.3364163064
491	0.3362490465
492	0.3361071168
493	0.3359950741
494	0.3358545541
495	0.3357298123
496	0.3356614518
497	0.3354932391
498	0.3353934023
499	0.3352539125
500	0.33514626
501	0.3350606627
502	0.3349545722
503	0.3347928668
504	0.3346981699
505	0.3345656429
506	0.3343835388
507	0.334280812
508	0.334109634
509	0.3339795969
510	0.3338909206
511	0.3337433775
512	0.3336162162
513	0.3335243163
514	0.3334213421
515	0.3333443623
516	0.333286885
517	0.3332063726
518	0.3331221594
519	0.3329710853
520	0.3328109204
521	0.3327106625
522	0.3326056782
523	0.3324117557
524	0.3322392725
525	0.3321416866
526	0.3319996645
527	0.3318854475
528	0.3318051084
529	0.3316423022
530	0.3315375295
531	0.3314811554
532	0.3313192357
533	0.331234215
534	0.3311430455
535	0.3309877944
536	0.3308412971
537	0.3307808316
538	0.3306705046
539	0.3305608254
540	0.3304840985
541	0.3303517208
542	0.3302554785
543	0.3301817615
544	0.3300637306
545	0.3298984962
546	0.3298019727
547	0.3296352342
548	0.3295823081
549	0.3294530897
550	0.3293399658
551	0.3292639481
552	0.3290839271
553	0.3289926103
554	0.3289066531
555	0.3288191581
556	0.3286460276
557	0.3285287177
558	0.3284318793
559	0.3283385296
560	0.3282479341
561	0.3281513155
562	0.3280517525
563	0.3279212644
564	0.327736461
565	0.3276213046
566	0.3274820643
567	0.3273996384
568	0.3273010034
569	0.3271312065
570	0.3270264366
571	0.3268694312
572	0.326673698
573	0.3266002144
574	0.3264864591
575	0.3263347353
576	0.3261985946
577	0.3260598407
578	0.3259744244
579	0.3258887709
580	0.3258172013
581	0.32574625
582	0.3256746421
583	0.325519416
584	0.3254185517
585	0.325251257
586	0.3251067702
587	0.3249881916
588	0.3249024332
589	0.3247167791
590	0.3245758379
591	0.3244306617
592	0.3242578354
593	0.3240806645
594	0.323911116
595	0.3237808479
596	0.3237151644
597	0.3236098648
598	0.3234695185
599	0.3233480326
600	0.3231721503
601	0.3230715862
602	0.3229676239
603	0.3228373836
604	0.3227482375
605	0.3226518536
606	0.3224871676
607	0.3223567893
608	0.3222492004
609	0.3221627087
610	0.3220769277
611	0.3219205599
612	0.3218349752
613	0.3216592529
614	0.3215334014
615	0.321465502
616	0.3212977513
617	0.3211375718
618	0.3210163135
619	0.3209233266
620	0.3207578895
621	0.3206428031
622	0.3205781296
623	0.3204994215
624	0.3204177388
625	0.3202632307
626	0.3201697302
627	0.3200220122
628	0.3198958394
629	0.3198090667
630	0.3196669218
631	0.3195196367
632	0.3194034002
633	0.3192611799
634	0.319186389
635	0.31903311
636	0.3189543269
637	0.3188517747
638	0.3187659683
639	0.3186764296
640	0.3185966989
641	0.3185438379
642	0.3184423181
643	0.3182849551
644	0.3181868881
645	0.3180501849
646	0.3179334163
647	0.3178438399
648	0.3177439979
649	0.3176254945
650	0.3175317433
651	0.3174451671
652	0.3173020598
653	0.3172251572
654	0.3171310124
655	0.3170629467
656	0.3169493217
657	0.3167918707
658	0.3166546181
659	0.3165541068
660	0.3164597433
661	0.3163819436
662	0.3162314258
663	0.3161430576
664	0.3160622524
665	0.3159152624
666	0.3157607699
667	0.3156288925
668	0.3155551098
669	0.3154055375
670	0.3152578013
671	0.3151084459
672	0.3150402807
673	0.3148975395
674	0.3147951366
675	0.3147177104
676	0.3145665437
677	0.3145026148
678	0.3144024079
679	0.3143783235
680	0.3143098757
681	0.3142471889
682	0.3141289448
683	0.3139933976
684	0.3139330643
685	0.3139016784
686	0.3138075714
687	0.313698787
688	0.313577413
689	0.3134958596
690	0.3133256273
691	0.3132009731
692	0.3131052707
693	0.313054139
694	0.312980605
695	0.3128236072
696	0.3126935032
697	0.3126343269
698	0.3124607513
699	0.3123432984
700	0.3122571421
701	0.3121865164
702	0.3120568194
703	0.3120014951
704	0.3118738167
705	0.31179055
706	0.3117071671
707	0.3116461803
708	0.3114846624
709	0.3114125348
710	0.3112703796
711	0.3111577552
712	0.3110780119
713	0.3110205111
714	0.3109476903
715	0.3108193088
716	0.3107211886
717	0.3106517643
718	0.3104936189
719	0.3104363974
720	0.3103656645
721	0.3102526333
722	0.3101283347
723	0.3099812262
724	0.3098593657
725	0.309780614
726	0.3096402389
727	0.3095373899
728	0.3094189981
729	0.3092128356
730	0.3091188547
731	0.3090067319
732	0.308862374
733	0.3087405062
734	0.3086217164
735	0.3085218112
736	0.3084389201
737	0.3083150112
738	0.3082679457
739	0.3081350099
740	0.3080001618
741	0.3079022412
742	0.3077639823
743	0.307718305
744	0.3076840328
745	0.3076049167
746	0.3075312482
747	0.3074638373
748	0.3073646939
749	0.3072908197
750	0.3071860932
751	0.3071044683
752	0.3069722305
753	0.3067913928
754	0.3067035637
755	0.3065842303
756	0.3064537107
757	0.3063550666
758	0.3062893532
759	0.306154618
760	0.3060371019
761	0.305929651
762	0.3058284282
763	0.3057533725
764	0.3056987577
765	0.3055938491
766	0.3054929664
767	0.3053267074
768	0.3051683683
769	0.3050273971
770	0.3049168391
771	0.3047904935
772	0.3046961781
773	0.3045582407
774	0.3044028626
775	0.304288246
776	0.3041888534
777	0.3041232868
778	0.3040654955
779	0.3040010499
780	0.3038518475
781	0.3037081282
782	0.3036644311
783	0.3035419832
784	0.3034410227
785	0.3033166286
786	0.3032264717
787	0.3031160041
788	0.3030643093
789	0.302999273
790	0.3029451024
791	0.3028534491
792	0.3028098154
793	0.3026991679
794	0.3026520236
795	0.3025439211
796	0.3024222024
797	0.3023257689
798	0.3022215176
799	0.3021424377
800	0.3020118291
801	0.3018759831
802	0.3018219238
803	0.3016889934
804	0.3016379265
805	0.301520082
806	0.3014649514
807	0.3013305908
808	0.301224743
809	0.3011011112
810	0.3010027389
811	0.3009715067
812	0.3008760396
813	0.3007995596
814	0.3007009235
815	0.300577883
816	0.3005466371
817	0.3004638935
818	0.300390485
819	0.3002744491
820	0.3001712027
821	0.3000124538
822	0.2999091565
823	0.2998054276
824	0.2997557641
825	0.2996475128
826	0.2995902265
827	0.2995282993
828	0.2994811766
829	0.2993781326
830	0.2992712095
831	0.2991550604
832	0.2990900638
833	0.2989938769
834	0.2988328997
835	0.2986198178
836	0.2985478702
837	0.2985030275
838	0.2984156986
839	0.2983187702
840	0.298201508
841	0.2981263469
842	0.2979861471
843	0.2979111267
844	0.2978543139
845	0.2977844472
846	0.2976564176
847	0.2976052685
848	0.297499439
849	0.2974599557
850	0.2972820971
851	0.2971863303
852	0.2970685637
853	0.2970150504
854	0.2968787545
855	0.2968038353
856	0.2967332756
857	0.2966922222
858	0.2966371146
859	0.2965666811
860	0.2964266913
861	0.2963623673
862	0.2962128788
863	0.2960918044
864	0.2960130995
865	0.2959411222
866	0.2958920291
867	0.2957921218
868	0.2957056413
869	0.2955593778
870	0.2953796173
871	0.2952947195
872	0.2952571943
873	0.2951106041
874	0.2949838657
875	0.2949366973
876	0.2948825803
877	0.294770685
878	0.2946688306
879	0.294562741
880	0.294503568
881	0.2944576129
882	0.294398374
883	0.2942545227
884	0.2941566415
885	0.2940653795
886	0.2939036106
887	0.2937843693
888	0.2936515067
889	0.2935665282
890	0.293469939
891	0.2933967419
892	0.2932793421
893	0.2931905261
894	0.2931220537
895	0.2930338916
896	0.2929269997
897	0.292826253
898	0.2927584679
899	0.2926917997
900	0.2924921485
901	0.2923615697
902	0.292269231
903	0.2921657367
904	0.2920944664
905	0.2920424545
906	0.291966283
907	0.291841076
908	0.2917290844
909	0.2915840855
910	0.2914582744
911	0.2913548566
912	0.291198069
913	0.2911295024
914	0.291066372
915	0.2909762423
916	0.2909255182
917	0.2908604556
918	0.2907748268
919	0.2907206241
920	0.2905692426
921	0.290438203
922	0.2902918388
923	0.290192501
924	0.290082665
925	0.2899768709
926	0.2899031838
927	0.2897811242
928	0.2897043225
929	0.2896774701
930	0.2896144547
931	0.2894949553
932	0.2894063898
933	0.2893576336
934	0.2892950662
935	0.2892181022
936	0.2891279197
937	0.2890546668
938	0.2890271849
939	0.2889648855
940	0.2889036669
941	0.2887659782
942	0.2886690908
943	0.2886105677
944	0.2885713221
945	0.2884773892
946	0.2883752033
947	0.2882763367
948	0.288202813
949	0.2880981711
950	0.2880715652
951	0.2880148073
952	0.2879202907
953	0.2878456507
954	0.2877489889
955	0.2877022177
956	0.2876420548
957	0.287578301
958	0.2874784864
959	0.2873635589
960	0.2873226302
961	0.2872433515
962	0.2871385817
963	0.2870639113
964	0.2869557553
965	0.2869044485
966	0.2868427518
967	0.2867704526
968	0.2867367297
969	0.2865957466
970	0.2865010793
971	0.2864119133
972	0.2862998179
973	0.2862368092
974	0.2862046893
975	0.2861508262
976	0.2860419573
977	0.285928781
978	0.2858954512
979	0.2858643485
980	0.2858172388
981	0.2857760827
982	0.2856297148
983	0.2855207651
984	0.2853867716
985	0.285282972
986	0.2851748332
987	0.285066275
988	0.2849759458
989	0.2849085935
990	0.2848014197
991	0.2847433219
992	0.2846716889
993	0.2845452802
994	0.2844002578
995	0.2843134993
996	0.2842574236
997	0.2841887182
998	0.2840917923
999	0.2839983353
